,SNTL_STATION,NSE_BCQC,PBIAS(%)_BCQC,PEAK_NSE_BCQC,PEAK_PBIAS(%)_BCQC,Period(yrs)_BCQC,NSE_DAYMET,PBIAS(%)_DAYMET,PEAK_NSE_DAYMET,PEAK_PBIAS(%)_DAYMET,Period(yrs)_DAYMET,NSE_GRIDMET,PBIAS(%)_GRIDMET,PEAK_NSE_GRIDMET,PEAK_PBIAS(%)_GRIDMET,Period(yrs)_GRIDMET,NSE_PRISM,PBIAS(%)_PRISM,PEAK_NSE_PRISM,PEAK_PBIAS(%)_PRISM,Period(yrs)_PRISM,NSE_RAW,PBIAS(%)_RAW,PEAK_NSE_RAW,PEAK_PBIAS(%)_RAW,Period(yrs)_RAW,SNTL:ID,State,SNTL:Name,SNOTEL_Elev_ft,Latitude,Longitude,Data_Starting_Date,Data_Ending_Date,par_id
184,442_OR,0.4808661849601196,-7.704114752365713,0.004168411042734689,-0.588243490134393,28,0.6284157056412422,-9.456893823356076,0.2346693781490007,1.1598524777898755,27,0.28144666776246563,-61.78794875520069,-0.4117338975472331,-45.45039085561458,27,0.5838554546899011,-35.24021616505395,0.21368261148822232,-20.41198102269736,27,0.2514306286204803,-65.76811589363324,-0.28508266412053085,-46.06325337401835,28,442,OR,Diamond Lake,5280,43.19,-122.14,10/1/1980,9/30/2018,or358536
185,443_NV,0.3386060206266833,-29.028140038402928,-2.016480360215524,-17.136627606588547,28,0.40764774818092697,-39.798663385483046,-2.0345617392107305,-27.634742345413603,27,0.19579580293890367,-61.19139707727957,-3.6016440487736805,-45.595088174559784,27,0.29220337033878674,-55.598303016631576,-2.980131925609069,-41.257595223860335,27,0.1515254186328877,-56.21235202551291,-3.2518138839050827,-39.853059706119424,28,443,NV,Diamond Peak,8017,39.56,-115.84,10/1/1983,9/30/2018,nv262708
186,444_UT,0.15856297543475162,-65.36509451290732,-2.7285535451844005,-51.60456159313709,28,0.3397942900250043,-54.10827055108796,-1.4753422123960065,-40.46360109352237,27,0.5111255295995524,-40.98480575838512,-0.6428510925214126,-29.62180403125285,27,0.41825541809990996,-47.62699921984237,-1.1787578719881853,-35.57771234936589,27,-0.08354833166843045,-79.41465895046079,-3.8741778235216016,-63.67531599818487,28,444,UT,Dills Camp,9228,39.05,-111.47,10/1/1978,9/30/2018,ut425402
187,445_NV,0.5594955782873103,3.0323527843944618,0.3228598021824841,11.157423937759576,28,0.4722224603866511,-56.274748593157796,-0.041507975187075496,-43.3283625574067,27,0.3483917009129301,-61.90730930894666,-0.3073812803570528,-46.734238551242456,27,0.5368334947260818,-44.476206032120736,0.30090380789533266,-28.11567979513759,27,0.5295511218511872,-41.11970408748465,0.3911682019136434,-21.803318737902387,28,445,NV,Disaster Peak,6260,41.97,-118.19,10/1/1980,9/30/2018,nv262229
188,446_CA,0.8047853491150903,-1.6390951317872935,0.4097360855243676,7.097785056660667,28,0.36402065690012697,-57.37191482197103,-0.9798448715884996,-46.060604251610314,27,0.7339995511522046,-31.614213775582204,0.2641330790306946,-21.72786589697516,27,0.7217594014810391,-35.14653706654519,0.20120078069592595,-25.414395698642288,27,0.5796974107578399,-39.83521253477336,-0.01621430402219981,-26.58228278460011,28,446,CA,Dismal Swamp,7360,41.99,-120.18,10/1/1980,9/30/2018,ca043157
189,448_MT,0.53480709274857,-29.543007519884924,0.068139839172497,-15.09369676320272,28,0.2378965398667217,-53.607626915488034,-2.795458216187585,-43.92859522672501,27,0.2649049825847637,-52.09520418200938,-2.3608067299314057,-41.63413591284164,27,0.512835466649032,-32.399457981828014,-0.06776166932761818,-20.169530113390266,27,0.2443103127864814,-53.05637961306392,-2.2019574412581657,-39.42333230492695,28,448,MT,Divide,7800,44.79,-112.06,1/1/1972,9/30/2018,mt244820
190,449_WY,0.6848309839773926,-20.23501051389905,0.7777876579530576,-2.8394844499186127,28,0.4120535549820773,-46.17613296674179,-1.4152280868892908,-35.528903859084636,27,0.3135013765849881,-52.49517492142474,-1.8854350838934373,-40.73349944385443,27,0.3807890333841458,-48.19912246695058,-1.37427227801289,-35.80721229678692,27,0.3920260939568924,-44.90835265836014,-0.8294905429473973,-30.413542930038762,28,449,WY,Divide Peak,8880,41.3,-107.15,10/1/1980,9/30/2018,wy487533
191,450_ID,0.7117855586520618,-23.27289976196545,0.8262417365312721,-7.083536943375276,28,0.4475405190479087,-43.298116572181826,0.22294265117704515,-25.97162525947888,27,0.5086068830073724,-37.161558978955455,0.2870944717471525,-20.51859156636852,27,0.5458829956128899,-37.80137270181535,0.4424130135674964,-20.25210487239448,27,0.4835173523330754,-37.92436748562876,0.5278853289683272,-16.949628209089152,28,450,ID,Dollarhide Summit,8420,43.6,-114.67,10/1/1981,9/30/2018,id107673
192,451_WY,0.37293503352800417,-36.134380173592405,-0.7723787609863101,-21.169185043458345,28,0.13199811490274282,-57.1003104107719,-3.765031828692752,-45.08029100274447,27,0.24419768500698635,-49.650182898665314,-2.643830875800252,-38.26256131186536,27,0.220874580383952,-51.696111167094145,-2.7252164086896493,-39.24526243510514,27,-0.07525837613896691,-63.42419537805301,-5.3081573841400145,-51.18641711842096,28,451,WY,Dome Lake,8880,44.57,-107.3,10/1/1978,9/30/2018,wy481220
193,452_UT,-0.035274201506191316,-69.19508593866325,-5.251756236505353,-56.40627158447299,28,0.18329970703192155,-65.36167117572796,-3.129034360163806,-52.7807015768273,27,0.6674909797760261,-33.20123853951755,-0.7519214257885045,-29.743470369545694,27,0.3355210262899093,-56.25671369341037,-2.1553685483775946,-44.72788427153545,27,-0.1840697064612072,-81.1532871853463,-6.52301945535491,-68.42286161598221,28,452,UT,Donkey Reservoir,9799,38.21,-111.48,10/1/1985,9/30/2018,ut420849
194,453_NV,0.6930475911292431,-14.733887377887086,-0.5112560921525939,-7.008077287687078,28,0.2868884998727589,-52.881558937789976,-1.9424104949824448,-37.59660250801984,27,-0.03353107716916126,-73.75598702108601,-4.690843427421118,-58.22176559070466,27,-0.12330355523352775,-78.95938465266897,-5.639195391838666,-64.94595247962427,27,0.31964344334973993,-49.78428222024967,-1.8169664316990919,-33.86094721027742,28,453,NV,Dorsey Basin,7903,40.89,-115.21,10/1/1978,9/30/2018,nv260438
195,454_NV,0.4301407885029116,-44.148529448963366,-0.006455846609572546,-25.53668216727921,28,0.2582174323511195,-61.20694216902421,-0.7982899340767542,-45.59921145891496,27,-0.00029146823715042736,-77.35190735613776,-2.2528262918288062,-62.340753444169685,27,0.39663352417238185,-49.14784481359828,-0.04150907675400628,-31.274285811958016,27,0.17109042612618494,-65.2201399905326,-0.9052571187632108,-45.33499879521743,28,454,NV,Draw Creek,7285,41.66,-115.32,10/1/1983,9/30/2018,nv263114
196,455_UT,0.6919443607713941,-26.814979695089477,-0.03880963177746377,-16.032561977787704,28,0.4958183838352293,-37.42227486315132,-0.19477817834706052,-21.427173693093497,27,-0.043523125297731946,-72.47057318974585,-3.6946404256806256,-57.16989061766885,27,0.18238779961325524,-60.7588608936718,-2.135617782831558,-44.91946978810647,27,0.13911153517532926,-63.480229744798706,-2.5841499901591454,-48.42294037754013,28,455,UT,Dry Bread Pond,8302,41.41,-111.54,10/1/1978,9/30/2018,ut426869
197,457_CO,0.7127560544564226,-23.618438264437906,0.2213287094353097,-10.966749636667313,28,0.4844574771625747,-47.61368721571839,-1.604990355616874,-34.81791338582677,27,0.5615047394200362,-41.65542975030164,-1.0928286289662164,-30.176541723606878,27,0.5810159576490671,-40.67496923085936,-0.6670955592639336,-26.59940944881889,27,0.2998679868058888,-53.57347641392872,-2.606459356876168,-39.21593349385046,28,457,CO,Dry Lake,8400,40.53,-106.78,10/1/1980,9/30/2018,co057936
198,458_MT,0.5219473586848675,-24.45862363597859,0.5354385399869035,-7.103415706254704,28,0.4759936316958294,13.739722239091439,0.1807974279230448,28.356690994454304,27,0.5770385700695106,-22.66058979588561,0.6310169059439792,-7.732814368959358,27,0.5116341269938054,-23.501198351171716,0.5915670713633495,-8.347192283336632,27,0.19733673308171773,-59.39464390181448,-0.1424872203701555,-40.14355472001986,28,458,MT,Dupuyer Creek,5750,48.06,-112.76,8/20/1983,9/30/2018,mt248501
199,460_WY,0.5930410457416452,-29.70983654094561,0.6155301030351239,-14.758615725498535,28,0.5444848335580001,-35.697996479375476,0.132635555242262,-22.07102887973662,27,0.5926354034074897,-23.08852420575468,0.7276405166060591,-6.905568143409735,27,0.473061612766393,-42.67984392167581,-0.2311308845472089,-28.476021180977177,27,0.332522494031563,-48.9145617845705,-0.3880284456037304,-30.640906075134893,28,460,WY,East Rim Divide,7930,43.13,-110.2,8/15/1985,9/30/2018,wy480865
200,461_UT,0.2711858949260897,-57.42139064316186,-1.7212424162553024,-47.3375504766953,28,0.4964139089294193,-51.044943359837255,-0.1917137873627401,-39.53870492215871,27,0.27942847184031705,-66.20012302342795,-1.3380170537689966,-55.28853413871214,27,0.4145695269435001,-58.14203850953063,-0.6707662001935215,-46.91421277819725,27,0.09989150336083752,-75.50724529862649,-2.4873056906550226,-63.88292196424962,28,461,UT,East Willow Creek,8302,39.31,-109.53,8/6/1986,9/30/2018,co051772
201,462_CA,0.8516337586231411,-14.647679850123373,0.7753837787176244,-5.9623968957838684,28,0.6973614503081593,-42.378836425770004,0.3541897036240934,-32.644862853022865,27,0.4334493967630279,-56.519024888922864,-0.30054831844695395,-44.597762658308476,27,0.7668217063422109,-34.18415464766531,0.5874992201216183,-23.135223816611727,27,0.5286899001157738,-51.07694502536563,0.16630843906955184,-36.55437757253952,28,462,CA,Ebbetts Pass,8661,38.55,-119.8,10/1/1978,9/30/2018,nv265191
202,463_CA,0.7381913297837663,-32.85662606909379,0.4993453015171523,-22.657500884489746,28,0.602822008066239,-49.26204602754943,-0.04922438954462383,-40.94707826793617,27,0.20653370910906044,-70.9940775617373,-1.0767989445965385,-60.19203948074242,27,0.2671680947831614,-69.47391292157174,-0.9684148204236452,-58.14742259245275,27,0.1995631241640934,-70.64636951730769,-0.8568281347431563,-56.9629090250866,28,463,CA,Echo Peak,7653,38.85,-120.08,6/25/1980,9/30/2018,nv263205
203,464_OR,0.4975061763309595,33.03520436625287,-1.060962923408225,39.16978931092733,28,0.5541878986772146,-6.1977272184570324,-0.05572637891570298,8.335232211729162,27,0.4415195435193688,44.41291939094318,-0.4426995638522973,32.72245712051267,27,0.4385659181592333,48.445935479049815,-0.558387734075479,37.22547141414397,27,0.4289164212663118,-37.58796678599051,-0.3071363261745568,-20.79048295063745,28,464,OR,Eilertson Meadows,5510,44.87,-118.11,10/1/1980,9/30/2018,or350412
204,465_CO,0.8770798527587245,10.845300108322185,0.7040422992004272,11.15093364905385,28,0.7532659603444742,-29.41427492532102,0.22555865313871004,-23.144211070405852,27,0.6439689036289322,-40.462564676200884,-0.4369648530613728,-31.785349124124217,27,0.8198706143834371,-23.70568100599021,0.4256283718696384,-18.572131945413865,27,0.6546061895067758,-36.74494234343208,-0.2455313711592781,-27.03703158982316,28,465,CO,El Diente Peak,10000,37.79,-108.02,8/5/1986,9/30/2018,co058582
205,466_ID,0.8019620898954603,-7.911293988549469,0.7829086944115684,8.112751705200868,28,0.6570824831624387,-31.40281745163377,0.6689779823372475,-13.37315434928944,27,0.2351110393732249,-59.45117192477522,-0.8006381857014909,-38.90087313397561,27,0.483665081959128,-46.21353146690442,0.15522434524978326,-26.657438752675056,27,0.6348492925745289,-30.096078780719555,0.7117787096195092,-9.81987248608254,28,466,ID,Elk Butte,5690,46.84,-116.12,10/1/1982,9/30/2018,id102892
206,467_CO,0.7891775765640641,-17.521097881846572,0.3484944673410545,-9.54082013103877,28,0.6418299227285758,-31.636630334548787,-0.9803195977044344,-24.2139587939273,27,0.3011130765729422,-57.76147061345584,-4.496768270433437,-47.48029480701909,27,0.4820667165178808,-46.52587326944784,-2.271904842139652,-36.08231943876224,27,0.2721540795605896,-55.81666249104328,-3.5170997408901057,-42.77795356204993,28,467,CO,Elk River,8700,40.85,-106.97,10/1/1978,9/30/2018,co057936
207,468_WY,0.3952945124100024,-43.60616323876955,-0.7228429820598234,-25.80692261626393,28,0.16041269916952386,-61.58483468486217,-3.850291038513308,-49.11295072383135,27,0.20057231883023408,-57.84595406504877,-2.638150736934765,-42.461222156780494,27,0.3705061649618684,-47.495368204524794,-1.2440990572883377,-31.86553102336124,27,0.10667931704587652,-59.25308042699094,-2.481610480912842,-40.65656298471964,28,468,WY,Elkhart Park G.S.,9400,43.01,-109.76,10/1/1980,9/30/2018,wy487260
208,469_MT,0.5172222764556803,6.0033763294929425,-1.3736291941300776,16.322553430821156,28,0.6538349884215602,4.215782584202247,-0.8291563420644352,22.73344175217327,27,0.540454076018221,32.68895123001473,-3.1744524422739957,39.485810001833,27,0.7984321634547902,1.300155879821677,0.06766575521951745,12.539730824880182,27,0.34512172744984193,-32.74500743845339,-1.4337798557797528,-14.976659167604046,28,469,MT,Emery Creek,4350,48.43,-113.94,10/1/1976,9/16/2018,mt248809
209,470_OR,0.4640300267934922,-6.933467730251299,0.07349378150532926,15.463393676000367,28,0.444801320881298,-50.76954226902441,0.3415984622406816,-24.485696664526373,27,0.3411088937544373,-58.276387468738115,-0.006573155550512855,-32.558886147815215,27,0.39615446969124335,-58.0847665785981,0.26156108483128315,-30.4989270386266,27,0.2292363500003233,-70.74554309652059,-0.0889622125656655,-41.91715345655247,28,470,OR,Emigrant Springs,3800,45.56,-118.45,10/1/1980,9/30/2018,or356634
210,471_ID,0.7854211253592552,-19.505703424958714,0.5566982207427997,-8.632059488757779,28,0.492461196404599,-49.18015288723832,-0.3991091345862412,-34.99980593537272,27,0.5992581127749508,-40.79012012174021,-0.12166784900388915,-28.71436566533492,27,0.7175211436171955,-32.616169057568214,0.3880748456146264,-20.85668890689029,27,0.5569056109807027,-41.18500845949893,-0.1201103821317664,-27.245232104259447,28,471,ID,Emigrant Summit,7390,42.36,-111.56,10/1/1980,9/30/2018,id103732
211,472_WY,0.6466765194212294,-22.641505353916173,0.8522533772576374,-2.2566829664704438,28,0.4792327291680672,-43.89182871800482,0.009130674388446836,-26.173680452338715,27,0.7354129774364526,-16.238485595262812,0.8658758885379287,1.3169766728887886,27,0.5869935654743107,-34.311984530748006,0.591004948460852,-14.774985156180264,27,0.3907478835670939,-41.85365865756278,-0.01768669849480986,-21.58128741236626,28,472,WY,Evening Star,9200,44.65,-109.78,10/1/1980,9/30/2018,wy485345
212,473_CA,0.6114795989741141,-12.290816547334373,0.2259814574607477,-3.3368397043754685,28,0.4670091479871876,-42.32278346968458,0.12025474030918334,-15.261908628249026,27,0.4715227554827336,-36.450297227495106,-0.10687598132728082,-21.84564303310265,27,0.6292212870724073,-29.910434153435013,0.3811206179213443,-12.400624669612654,27,0.41499483574641993,-51.28793078839198,0.10163269564526144,-30.779810111284732,28,473,CA,Fallen Leaf,6242,38.93,-120.05,10/1/1978,9/30/2018,nv263205
213,474_UT,-0.10335281511207216,-70.04216287681625,-7.291254411644994,-57.913086380319825,28,0.5371075331730961,-45.46040062298522,-1.9228859247879817,-38.09500722949291,27,0.11558671617216598,-65.46687628405967,-5.611818302080888,-57.06600940547046,27,0.3434827095652364,-56.177977607521065,-3.471951320920688,-47.18620150749898,27,-0.2441502866967617,-79.93815979353124,-9.29211612715571,-69.17291464064999,28,474,UT,Farmington,7902,40.97,-111.81,10/1/1978,9/30/2018,ut422726
214,475_UT,-0.2044059888630665,-73.43962785521188,-11.337436556048825,-61.1144168412092,28,0.07704825318608177,-61.30991933781251,-6.4537380128590724,-49.09742884268297,27,-0.04190532705060046,-66.49685185666253,-7.2745859329581295,-52.66811941221607,27,-0.020119842641685537,-65.39915158281171,-6.779177061997777,-51.111234742197844,27,-0.4144427145480505,-83.03658347289702,-13.715441647891636,-71.21805031305652,28,475,UT,Farnsworth Lake,9623,38.77,-111.68,9/30/1980,9/30/2018,ut427260
215,476_NV,0.540655570207544,-32.73167077517561,-1.2289537836580369,-21.869230668867306,28,0.11941120414346686,-63.3013886310345,-3.608994189987609,-46.627715719825076,27,0.3666423433067796,-48.77525104258393,-1.8028866675982889,-33.29617785692197,27,-0.0032946829137128213,-72.65421437178124,-5.487004038023904,-58.9313326015517,27,0.07544347796766893,-65.83016638156471,-4.055409826581703,-49.09003581470296,28,476,NV,Fawn Creek,7031,41.82,-116.1,7/21/1980,9/30/2018,nv268346
216,477_OR,0.874981880152196,-7.225041318188045,0.8707342745875035,1.5889552350780884,28,0.16529810653987884,-64.99034603413894,-3.317080090580024,-55.927670894681704,27,0.2403926716387325,-60.81833330113899,-2.5567426631204664,-50.2006499224432,27,0.6402645395685271,-35.81573268876283,-0.24594405784280984,-25.828210253738902,27,0.49298439490147294,-47.135274272357385,-0.6196822437843836,-36.23968290234835,28,477,OR,Fish Creek,7660,42.71,-118.63,10/1/1978,9/30/2018,or355162
217,478_WA,0.6870381427343467,18.46240421532572,-0.39816498534884004,31.92686670473465,28,0.6099775859562084,-26.32586965501515,0.6047466122593221,-1.5310794459227215,27,0.7914955644903872,-2.4270957341547756,0.5050749083222136,14.124349650913336,27,0.8108163166200437,18.7255990574528,-0.08284044055442896,29.86446120493717,27,0.5354187661666066,-32.17433934732353,0.259361858965399,-10.009059705866886,28,478,WA,Fish Lake,3430,47.54,-121.09,9/30/1983,9/30/2018,wa456534
218,479_OR,0.4994587610433357,-7.986229439807211,0.006678734242961393,12.184259204819396,28,0.3239612896630301,-53.98828253305217,0.2017166092450342,-26.42680016734327,27,0.36444171516502577,-55.68020351928129,0.3060648646178811,-29.402402170788307,27,0.4740191640082336,-43.623428092199305,0.42616262701678864,-19.876105201898746,27,0.253081682455236,-61.238654410749504,0.02162375066634925,-33.943746692777715,28,479,OR,Fish Lk.,4660,42.38,-122.35,10/1/1980,9/30/2018,or350304
219,480_MT,0.8327681717182677,-9.976175365826293,0.6090881395460744,1.825307757735384,28,0.4556027352198933,-45.05941725743122,-1.4376130961251534,-32.92372759505427,27,0.8337551046836887,-18.91184004003978,0.6628750993232773,-8.908139323109431,27,0.5989354952706964,-39.113226927627935,-0.7433197218914447,-28.103728681419216,27,0.5903918934637421,-33.52829213506468,-0.02920214193058235,-18.56572679284151,28,480,MT,Fisher Creek,9100,45.06,-109.94,10/1/1970,9/30/2018,mt245961
220,481_UT,0.3469390949352925,-40.08180753531632,-0.640003662895287,-28.03098142143996,28,0.7414872492333215,-30.051206075103078,0.4429037217032389,-23.441007587362165,27,0.8397876392403334,-20.848943552296323,0.626913988782489,-18.136035043401144,27,0.8991527801790491,-16.162697805576613,0.7864833386154649,-13.75202673044709,27,0.17451866716516562,-59.13400433332821,-1.1250025395431251,-46.622407493181,28,481,UT,Five Points Lake,10943,40.72,-110.47,8/14/1980,9/30/2018,ut420074
221,482_MT,0.7867226225457623,-5.111407926917704,0.3049544076141736,11.561014318055234,28,0.6710565803730706,-27.330306465539106,0.3254012650565977,-9.710935197271462,27,0.6929011037299182,-21.839116736229904,0.5873750239350479,-1.6112849488399483,27,0.3820389732740504,-48.35735196659586,-0.5013171517958097,-30.206831077097977,27,0.6084071459323397,-28.519727950261327,0.3664279688865604,-7.356997642778425,28,482,MT,Flattop Mtn.,6300,48.8,-113.86,10/1/1970,9/30/2018,mt248809
222,483_OR,0.7380472294513843,-6.943707576690238,0.4608487844794479,7.53409274710739,28,0.4431259133125749,-48.92798474887506,0.2084205085036197,-28.167511478498863,27,0.1751253673091102,-64.05525819964222,-0.6911179502675269,-42.59967216469354,27,0.4165673382865004,-51.7481271955272,0.14095176631601514,-29.78345390908432,27,0.3657674406430943,-52.62165510151903,-0.050277240669694516,-29.876135952716755,28,483,OR,Fourmile Lake,5970,42.44,-122.23,10/1/1978,9/30/2018,or356907
223,484_ID,0.8105828737554789,-9.656356032629636,0.6097616860401542,-5.5031031969885404,28,0.5874116235121122,-40.17237095431882,-0.16610640138086066,-32.67686607589101,27,0.5315044526514888,-43.3435147174658,-0.5811364921894075,-36.56813422837536,27,0.8375783545802324,-17.9270137862868,0.6268876847353786,-14.411952781842963,27,0.5025036402300743,-42.82526604978726,-0.4427299869591017,-34.88146166950927,28,484,ID,Franklin Basin,8140,42.05,-111.6,12/7/1978,9/30/2018,ut427271
224,485_CO,0.3576559415809889,-34.884771313390125,-0.12570132893515296,-17.105172716649985,28,0.20580047491254805,-48.47157565528502,-2.079633650136978,-32.371929502992536,27,0.06915713771676535,-56.73612632106498,-4.2745002046510425,-42.844777768443336,27,0.09659303451843504,-56.2261254408893,-3.938569455049632,-42.050629946717365,27,0.028001790457187314,-56.33647316265176,-3.6640144357219295,-40.763115085881,28,485,CO,Fremont Pass,11400,39.38,-106.2,7/28/1980,9/30/2018,co051660
225,486_NM,0.20662370154170373,-45.6893513018158,-0.06569178659025042,-21.525292293008818,28,0.2800153260362485,-68.11946163474357,-0.1299245697868665,-41.69736543464216,27,0.022562551682345226,-81.68837080430662,-0.7601765728560397,-55.173106133351965,27,0.08412416790759714,-81.41646262709915,-0.6363201383641997,-54.10636031915079,27,-0.043313176412704164,-74.80178205614415,-1.0272858352420462,-50.39923986774379,28,486,NM,Frisco Divide,8000,33.74,-108.95,3/7/1979,9/30/2018,nm295273
226,487_MT,0.5078359121397734,-29.23482908620347,-0.6254539474457832,-15.103451346528615,28,0.045715649687334665,-64.97852083115086,-6.611794151001215,-52.99415134028823,27,0.2534642779854227,-51.520906676812714,-3.4026588296221307,-36.89772307342448,27,0.2962270101837037,-50.46280325263072,-3.2063212639955907,-36.16415333011171,27,-0.07251171010472457,-67.7818477255066,-6.847337476155515,-51.43746168310084,28,487,MT,Frohner Meadow,6480,46.44,-112.19,10/1/1972,9/30/2018,mt244055
227,488_AZ,0.17501127219270196,-71.10766218177456,-0.3634061730681357,-46.3392218579084,28,0.12596638516113146,-76.85924713750778,-0.4222810357727241,-54.6076912643399,27,-0.03255825128980239,-86.26323664786068,-1.0348687270618022,-64.17965320064819,27,0.10666471405566223,-78.51757567374662,-0.6739570867620811,-56.497847673845854,27,-0.03972043430394834,-85.25157554613729,-1.0429112681833788,-61.25614563646853,28,488,AZ,Fry,7200,35.07,-111.84,10/2/1978,9/30/2018,az023010
228,489_ID,0.6565432085862829,-30.35940134811437,0.5926596319867302,-13.465868559044967,28,0.5303466609077672,-42.541660663860576,0.3380683919016013,-23.59906691179021,27,0.7732725084043701,-21.0811418986248,0.831287295420302,-4.7797356828193776,27,0.6506669126494207,-35.08990716151768,0.6500409270610016,-17.175933955392136,27,0.4239473403869354,-46.61872028321898,0.10398773239169612,-26.701162676692032,28,489,ID,Galena,7470,43.88,-114.67,10/1/1981,9/30/2018,id101671
229,490_ID,0.7684974184810166,-23.82807530436645,0.7986782242491852,-8.964798993471463,28,0.6083912327870686,-33.608692294124324,0.3807506753923041,-17.050617723016785,27,0.5653367177476907,-39.131821139447936,0.09552853295914343,-24.234701508660088,27,0.5947155933431252,-37.96886087246143,0.21766015668452965,-22.083971774528603,27,0.5528107849100621,-40.320249540326756,0.2086824395242043,-23.282360037712465,28,490,ID,Galena Summit,8780,43.87,-114.71,3/6/1979,9/30/2018,id101671
230,491_NM,0.6399874581884031,-19.38734775513206,0.206897289568729,-10.438308287388796,28,0.22899433022661164,-66.74225670988801,-3.4033108401050214,-56.49533268712406,27,0.3071456985505402,-58.26111258136161,-2.223347928545825,-46.034842187728216,27,0.19522984225261875,-67.12925042357094,-3.404483843595152,-55.45644062620335,27,0.3938031749760589,-49.35664959328922,-1.6861370882679467,-38.58191071346451,28,491,NM,Gallegos Peak,9800,36.19,-105.56,6/12/1980,9/30/2018,nm293488
231,492_ID,0.5646142171756903,-37.41926927540607,-0.19223022233156212,-26.806701091146987,28,0.532897841363352,-45.511437741972415,-0.19076315962444013,-30.72712317746405,27,0.2487276901386476,-59.4730074155744,-1.9284342498751044,-47.30818531404507,27,0.6419942716758971,-22.846450743009928,0.11504886280140915,-12.342211989037011,27,0.1717289695365758,-67.3433081669944,-2.1966582747667096,-52.251366854365756,28,492,ID,Garfield R.S.,6560,43.61,-113.93,10/1/1980,9/30/2018,id102260
232,493_ID,0.6058411997350658,-28.77303845777121,0.3116747892698408,-14.64887590408665,28,0.7676092300620881,-2.7153954461679213,0.32765180450081743,7.607320144764523,27,0.4708274210474044,-46.53594987861012,-1.0010434551307439,-34.35910524771361,27,0.5432138190824416,-38.88813072178213,-0.21285654166389634,-24.971420012715807,27,0.2575801134485505,-56.1129842009111,-1.409189884044022,-38.090551181102384,28,493,ID,Giveout,6930,42.41,-111.17,10/1/1981,9/30/2018,id105275
233,494_OR,0.6964460762239317,-5.144688805484115,0.08609241620010355,7.872938959553138,28,0.6623664849332693,-16.00415494006891,0.06454092954365864,-1.6652198151173334,27,0.6415562318664215,-24.960825319845128,0.0740206223448795,-9.911164239376733,27,0.6695600305974314,-29.039981640902447,0.17079497290734713,-12.776762362260193,27,0.4466215147215361,-44.93379495590149,-0.3302087850971893,-23.380173632142128,28,494,OR,Gold Center,5410,44.76,-118.31,10/1/1980,9/30/2018,or350412
234,495_UT,0.2681266556556924,-60.354260741910075,-5.1684502046709895,-47.12666360418998,28,0.34966469097495245,-54.537585980555924,-4.186311169976647,-44.01744136821607,27,0.4887110104607951,-40.80633800154617,-2.6156546694838445,-33.154347642028625,27,0.5594094640043076,-33.24524277116249,-2.2948981228755843,-26.456523579713835,27,0.05107940690181767,-76.1642870197258,-7.236777928566872,-60.57670533582646,28,495,UT,Gooseberry RS,7944,38.8,-111.68,9/30/1979,9/30/2018,ut427260
235,496_ID,0.4851925722534179,-37.67105037325263,-0.2445243491345969,-21.91476240295139,28,0.5492839186771055,-30.621678488535927,-0.02139029118848424,-12.865688551520991,27,0.4807965019418287,-39.57709929824948,-0.4620233197934569,-25.444400385203657,27,0.7055613965070933,20.0575503457976,-0.7238397936643046,27.534809947317747,27,0.17521463568018114,-64.29375641993612,-1.7655461811508537,-43.31083090138209,28,496,ID,Graham Guard Sta.,5690,43.95,-115.27,3/7/1979,9/30/2018,id104442
236,497_WY,0.7314106024529081,-23.08328813143939,0.7699043387251719,-7.200277095407912,28,0.3962522208542045,-56.107414531510365,-0.950795776636886,-42.67896988857,27,0.772352360794192,-19.818516660707008,0.8606540230291055,-6.8602665852312725,27,0.792622412543852,-17.93308906032817,0.8420741881496567,-3.797850522100335,27,0.5284678027352783,-37.21326281991309,0.4241955181858452,-18.3092304044954,28,497,WY,Granite Creek,6770,43.34,-110.43,10/1/1987,9/30/2018,wy480865
237,498_NV,0.9004591067101084,-3.342249856358876,0.7478413339039152,7.229020660911673,28,0.3059444581132084,-59.204468893434466,-0.584872001611155,-45.965430957699134,27,0.19742582966707128,-65.78732027588825,-1.0256132867968195,-52.83292748677296,27,0.8491193298980185,-24.400324274751753,0.6877217957582067,-17.96981923534953,27,0.5420062397323735,-45.941792432500684,-0.012585983580525985,-34.53716454988249,28,498,NV,Granite Peak,8503,41.67,-117.57,10/1/1980,9/30/2018,nv265818
238,499_WY,0.8398197381409241,-14.374066483024256,0.8565231391823955,-1.8581060440144004,28,0.5477765879656542,-42.15338600016828,-0.703672543490288,-27.878526852250644,27,0.5967412607106326,-38.454506358297046,-0.4409080527356999,-25.368447353760985,27,0.7809803363892867,-23.43227194380878,0.6625403131893829,-10.147748385384405,27,0.660152525414039,-29.85213322344461,0.4238433868167921,-13.596236038120873,28,499,WY,Grassy Lake,7265,44.13,-110.83,3/7/1979,9/30/2018,wy488315
239,500_MT,0.3171098406370292,14.588300537256634,-3.4622245261656825,30.31504934122983,28,0.7523029145237367,4.40032099430585,-0.3105430695626614,19.469467540333678,27,0.5462100919077206,4.124171228574631,-1.1797818115938914,15.981315272653855,27,0.3695910713413741,45.62357318683946,-4.669625764879762,51.10484004184791,27,0.33992517699893154,-28.264661904248108,-2.1337084987076134,-5.95554498905302,28,500,MT,Grave Creek,4300,48.91,-114.77,10/1/1975,9/30/2018,mt248809
